Destination_3Zip,freight_terms,3zip_des_total_revenue,3zip_des_ordvrs_cnt,3zip_des_cases_received,"3zip_des_cases_received (col,pp)",total_dc_sqft,totalQty_allDCs,Lane_Share%,Lane_Space,Default Warehouse,Costing Warehouse,3zip_Inbound Spend,3zip_Distribution Spend,3zip_parcel_shipment,3zip_parcel_weight,3zip_avg_weight/parcel,zon_us&can_combnd,servicedays_us&can_combnd,3zip_Parcel Spend,LTL_Shipment_Count,LTL_Weight,LTL_Cost,Mean Weight / LTL Shipment,Cost Per CWT,3zip_LTL_Spend,TL_Shipment_Count,TL_Weight,TL_Cost,avg_tl_rate,3zip_tl_spend,3zip_scenario cost,Cost rank dc,cheapest cost to serve,cheapest to serve from, Baseline Cost to Serve,Baseline Rate Zone,Relative Additional Cost,avg_delivery_days,avg_transit_days
,Prepaid,0,0,45,,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
 32,Prepaid,0,0,1,1,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
093,Prepaid,40.1,0,1,1,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
0NU,Prepaid,20660283.129982285,0,220972,220972,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
854,Prepaid,175.97000000000003,0,4,4,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
867,Prepaid,92.69,0,1,1,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
896,Prepaid,51.19,0,1,1,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
B3W,Prepaid,0,0,1,1,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
B5H,Prepaid,0,0,1,1,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
E6X,Prepaid,0,0,1,1,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
G4Y,Prepaid,0,0,1,1,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
N5B,Prepaid,0,0,1,1,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
X0A,Prepaid,653.8954864000001,0,10,10,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
X0B,Prepaid,1161.1960194,0,8,8,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
X0C,Prepaid,1004.473972,0,12,12,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,,
006,Prepaid,7350.389999999992,103,103,103,2005000,26882531,0.000003831484468482525,7.682126359307462,Elwood,Los Angeles,183.7582341803643,158.673295767651376,103,997.91,10,10,5,0,0,0,0,0,26.933932364216158,0,0,0,0,,0,342.431529948015674,1,342.431529948015674,Los Angeles,,,,2.562039878595487,2.1988812999110126
006,Prepaid,7350.389999999992,103,103,103,2005000,26882531,0.000003831484468482525,7.682126359307462,Elwood,R Virginia,257.5103211089575,87.519054727112818,103,997.91,10,10,5,0,0,0,0,0,20.653756512784252,0,0,0,0,,0,345.029375836070316,2,,,,,,1.747728505214035,1.6045105874787562
006,Prepaid,7350.389999999992,103,103,103,2005000,26882531,0.000003831484468482525,7.682126359307462,Elwood,Elwood,308.2824285962541,92.384310263271469,103,997.91,10,10,5,0,0,0,0,0,22.574497035706777,0,0,0,0,,0,400.666738859525547,3,,,400.666738859525547,10,0,1.683237464635028,1.8501290158529011
006,Prepaid,7350.389999999992,103,103,103,2005000,26882531,0.000003831484468482525,7.682126359307462,Elwood,Dallas,305.08986020996406,103.40368524208809,103,997.91,10,10,5,0,0,0,0,0,26.630739722671716,0,0,0,0,,0,408.493545452052148,4,,,,,,2.270588936191102,1.8118567921819277
007,Prepaid,7776.729999999994,173,173,173,2005000,26882531,0.000006435405951917251,12.902988933594088,Elwood,Los Angeles,308.6424710019711,266.509516192268816,173,1224.2000000000003,7,10,5,0,0,0,0,0,26.933932364216158,0,0,0,0,,0,575.151987194239919,1,575.151987194239919,Los Angeles,,,,2.562039878595487,2.1988812999110126
007,Prepaid,7776.729999999994,173,173,173,2005000,26882531,0.000006435405951917251,12.902988933594088,Elwood,R Virginia,432.5173354548509,146.998023959131238,173,1224.2000000000003,7,10,5,0,0,0,0,0,20.653756512784252,0,0,0,0,,0,579.51535941398216,2,,,,,,1.747728505214035,1.6045105874787562
007,Prepaid,7776.729999999994,173,173,173,2005000,26882531,0.000006435405951917251,12.902988933594088,Elwood,Elwood,517.7947587102132,155.169763840252079,173,1224.2000000000003,7,10,5,0,0,0,0,0,22.574497035706777,0,0,0,0,,0,672.964522550465238,3,,,672.964522550465238,10,0,1.683237464635028,1.8501290158529011
007,Prepaid,7776.729999999994,173,173,173,2005000,26882531,0.000006435405951917251,12.902988933594088,Elwood,Dallas,512.432483653629,173.67803443574019,173,1224.2000000000003,7,10,5,0,0,0,0,0,26.630739722671716,0,0,0,0,,0,686.110518089369182,4,,,,,,2.270588936191102,1.8118567921819277
008,Prepaid,1647.4699999999998,44,44,44,2005000,26882531,0.0000016367506467303991,3.28168504669445,Elwood,Los Angeles,78.49866314500998,67.782767124045248,44,295.77,7,10,5,0,0,0,0,0,26.933932364216158,0,0,0,0,,0,146.281430269055233,1,146.281430269055233,Los Angeles,,,,2.562039878595487,2.1988812999110126
008,Prepaid,1647.4699999999998,44,44,44,2005000,26882531,0.0000016367506467303991,3.28168504669445,Elwood,R Virginia,110.00440901741874,37.386780660125864,44,295.77,7,10,5,0,0,0,0,0,20.653756512784252,0,0,0,0,,0,147.391189677544601,2,,,,,,1.747728505214035,1.6045105874787562
008,Prepaid,1647.4699999999998,44,44,44,2005000,26882531,0.0000016367506467303991,3.28168504669445,Elwood,Elwood,131.69346464306,39.465142248387812,44,295.77,7,10,5,0,0,0,0,0,22.574497035706777,0,0,0,0,,0,171.158606891447809,3,,,171.158606891447809,10,0,1.683237464635028,1.8501290158529011
008,Prepaid,1647.4699999999998,44,44,44,2005000,26882531,0.0000016367506467303991,3.28168504669445,Elwood,Dallas,130.32964902173222,44.17244806458132,44,295.77,7,10,5,0,0,0,0,0,26.630739722671716,0,0,0,0,,0,174.502097086313543,4,,,,,,2.270588936191102,1.8118567921819277
009,Prepaid,9041.599999999991,180,180,2700,2005000,26882531,0.000006695798100260723,13.425075191022751,Elwood,Los Angeles,321.13089468413176,277.29313823473056,180,1590.876,9,10,5,0,0,0,0,0,26.933932364216158,0,2,59220,10000,,0,598.424032918862321,1,598.424032918862321,Los Angeles,,,,2.562039878595487,2.1988812999110126
009,Prepaid,9041.599999999991,180,180,2700,2005000,26882531,0.000006695798100260723,13.425075191022751,Elwood,R Virginia,450.0180368894403,152.94592088233308,180,1590.876,9,10,5,0,0,0,0,0,20.653756512784252,0,2,59220,10000,,0,602.963957771773362,2,,,,,,1.747728505214035,1.6045105874787562
009,Prepaid,9041.599999999991,180,180,2700,2005000,26882531,0.000006695798100260723,13.425075191022751,Elwood,Elwood,538.7459917216091,161.44830919795014,180,1590.876,9,10,5,0,0,0,0,0,22.574497035706777,0,2,59220,10000,,0,700.19430091955927,3,,,700.19430091955927,10,0,1.683237464635028,1.8501290158529011
009,Prepaid,9041.599999999991,180,180,2700,2005000,26882531,0.000006695798100260723,13.425075191022751,Elwood,Dallas,533.1667459979955,180.7054693551054,180,1590.876,9,10,5,0,0,0,0,0,26.630739722671716,0,2,59220,10000,,0,713.872215353100863,4,,,,,,2.270588936191102,1.8118567921819277
009,Collect,198097.19999999998,180,2520,2700,2005000,26882531,0.00009374117340365013,187.9510526743185,Elwood,Los Angeles,4495.8325255778445,3882.10393528622784,180,1590.876,9,10,5,0,0,0,0,0,26.933932364216158,0,2,59220,10000,,0,8377.936460864072375,5,598.424032918862321,Los Angeles,,,,2.562039878595487,2.1988812999110126
009,Collect,198097.19999999998,180,2520,2700,2005000,26882531,0.00009374117340365013,187.9510526743185,Elwood,R Virginia,6300.252516452164,2141.24289235266312,180,1590.876,9,10,5,0,0,0,0,0,20.653756512784252,0,2,59220,10000,,0,8441.495408804827065,6,,,,,,1.747728505214035,1.6045105874787562
009,Collect,198097.19999999998,180,2520,2700,2005000,26882531,0.00009374117340365013,187.9510526743185,Elwood,Elwood,7542.443884102528,2260.27632877130196,180,1590.876,9,10,5,0,0,0,0,0,22.574497035706777,0,2,59220,10000,,0,9802.720212873829551,7,,,9802.720212873829551,10,0,1.683237464635028,1.8501290158529011
009,Collect,198097.19999999998,180,2520,2700,2005000,26882531,0.00009374117340365013,187.9510526743185,Elwood,Dallas,7464.334443971937,2529.8765709714756,180,1590.876,9,10,5,0,0,0,0,0,26.630739722671716,0,2,59220,10000,,0,9994.211014943412307,8,,,,,,2.270588936191102,1.8118567921819277
010,Prepaid,104217.05000000048,1206,1187,12110,2005000,26882531,0.00004415506858338599,88.53091250968892,R Virginia,R Virginia,2967.6189432653646,1008.593378262940922,1184,13784.057999999954,12,4,2,7778.879999999688,11,1590,2073.38,144.54545454545453,20.653756512784252,328.39472855326954,0,0,0,,0,12083.487050081262231,1,12083.487050081262231,R Virginia,12083.487050081262231,4,0,1.747728505214035,1.6045105874787562
010,Prepaid,104217.05000000048,1206,1187,12110,2005000,26882531,0.00004415506858338599,88.53091250968892,R Virginia,Elwood,3552.7305120752776,1064.661905655371201,1184,13784.057999999954,12,5,3,7778.879999999702,11,1590,2073.38,144.54545454545453,22.574497035706777,358.9345028677377,0,0,0,,0,12755.2069205980891,2,,,,,,1.683237464635028,1.8501290158529011
010,Prepaid,104217.05000000048,1206,1187,12110,2005000,26882531,0.00004415506858338599,88.53091250968892,R Virginia,Dallas,3515.9384861090034,1191.65217846950061,1184,13784.057999999954,12,7,3,9590.40000000024,11,1590,2073.38,144.54545454545453,26.630739722671716,423.42876159048024,0,0,0,,0,14721.419426169223767,3,,,,,,2.270588936191102,1.8118567921819277
010,Prepaid,104217.05000000048,1206,1187,12110,2005000,26882531,0.00004415506858338599,88.53091250968892,R Virginia,Los Angeles,2117.6798443892467,1828.594194914584304,1184,13784.057999999954,12,8,5,10490.240000000169,11,1590,2073.38,144.54545454545453,26.933932364216158,428.24952459103685,0,0,0,,0,14864.763563895036722,4,,,,,,2.562039878595487,2.1988812999110126
010,Collect,40087.409999999996,1206,10923,12110,2005000,26882531,0.00040632334805082155,814.6783128418972,R Virginia,Los Angeles,19487.29312574873,16827.071938544232816,1184,13784.057999999954,12,8,5,10490.240000000169,11,1590,2073.38,144.54545454545453,26.933932364216158,428.24952459103685,0,0,0,,0,47232.854588884166569,5,,,,,,2.562039878595487,2.1988812999110126
010,Collect,40087.409999999996,1206,10923,12110,2005000,26882531,0.00040632334805082155,814.6783128418972,R Virginia,R Virginia,27308.5945385742,9281.268298876245738,1184,13784.057999999954,12,8,5,10490.240000000169,11,1590,2073.38,144.54545454545453,20.653756512784252,328.39472855326954,0,0,0,,0,47408.497566003883024,6,12083.487050081262231,R Virginia,47408.497566003883024,8,0,1.747728505214035,1.6045105874787562
010,Collect,40087.409999999996,1206,10923,12110,2005000,26882531,0.00040632334805082155,814.6783128418972,R Virginia,Elwood,32692.902597639644,9797.221563162274329,1184,13784.057999999954,12,8,5,10490.240000000169,11,1590,2073.38,144.54545454545453,22.574497035706777,358.9345028677377,0,0,0,,0,53339.298663669825551,7,,,,,,1.683237464635028,1.8501290158529011
010,Collect,40087.409999999996,1206,10923,12110,2005000,26882531,0.00040632334805082155,814.6783128418972,R Virginia,Dallas,32354.335369645025,10965.81023203231269,1184,13784.057999999954,12,8,5,10490.240000000169,11,1590,2073.38,144.54545454545453,26.630739722671716,423.42876159048024,0,0,0,,0,54233.81436326798974,8,,,,,,2.270588936191102,1.8118567921819277
011,Prepaid,21649.190000000028,255,256,256,2005000,26882531,0.00000952291285370414,19.093440271676798,R Virginia,R Virginia,640.0256524649817,217.523087477095936,255,2814.59,11,4,2,1675.3500000008482,0,0,0,0,20.653756512784252,0,0,0,0,,0,2532.898739942926107,1,2532.898739942926107,R Virginia,2532.898739942926107,4,0,1.747728505214035,1.6045105874787562
011,Prepaid,21649.190000000028,255,256,256,2005000,26882531,0.00000952291285370414,19.093440271676798,R Virginia,Elwood,766.2165215596218,229.615373081529088,255,2814.59,11,5,3,1675.3500000005324,0,0,0,0,22.574497035706777,0,0,0,0,,0,2671.18189464168343,2,,,,,,1.683237464635028,1.8501290158529011
011,Prepaid,21649.190000000028,255,256,256,2005000,26882531,0.00000952291285370414,19.093440271676798,R Virginia,Dallas,758.2815943082602,257.00333419392768,255,2814.59,11,7,3,1986.4500000001606,0,0,0,0,26.630739722671716,0,0,0,0,,0,3001.734928502348561,3,,,,,,2.270588936191102,1.8118567921819277
011,Prepaid,21649.190000000028,255,256,256,2005000,26882531,0.00000952291285370414,19.093440271676798,R Virginia,Los Angeles,456.7194946618763,394.372463267172352,255,2814.59,11,8,5,2157.2999999998137,0,0,0,0,26.933932364216158,0,0,0,0,,0,3008.391957928862612,4,,,,,,2.562039878595487,2.1988812999110126
012,Prepaid,26701.520000000048,339,346,346,2005000,26882531,0.000012870811903834501,25.805977867188176,R Virginia,R Virginia,865.0346709097018,293.996047918262476,331,3572.778,11,4,2,2174.670000001101,4,1123,620.4,280.75,20.653756512784252,231.94168563856715,0,0,0,,0,3565.642404467632942,1,3565.642404467632942,R Virginia,3565.642404467632942,4,0,1.747728505214035,1.6045105874787562
012,Prepaid,26701.520000000048,339,346,346,2005000,26882531,0.000012870811903834501,25.805977867188176,R Virginia,Elwood,1035.5895174204263,310.339527680504158,331,3572.778,11,5,2,2174.670000000691,4,1123,620.4,280.75,22.574497035706777,253.51160171098712,0,0,0,,0,3774.110646812608262,2,,,,,,1.683237464635028,1.8501290158529011
012,Prepaid,26701.520000000048,339,346,346,2005000,26882531,0.000012870811903834501,25.805977867188176,R Virginia,Dallas,1024.864967307258,347.35606887148038,331,3572.778,11,7,3,2578.4900000002085,4,1123,620.4,280.75,26.630739722671716,299.0632070856034,0,0,0,,0,4249.774243264549801,3,,,,,,2.270588936191102,1.8118567921819277
012,Prepaid,26701.520000000048,339,346,346,2005000,26882531,0.000012870811903834501,25.805977867188176,R Virginia,Los Angeles,617.2849420039422,533.019032384537632,331,3572.778,11,8,5,2800.259999999758,4,1123,620.4,280.75,26.933932364216158,302.46806045014745,0,0,0,,0,4253.03203483838518,4,,,,,,2.562039878595487,2.1988812999110126
013,Prepaid,13582.019999999986,169,167,167,2005000,26882531,0.00000621221268190856,12.455486427226663,R Virginia,R Virginia,417.5167342252029,141.899826596386802,167,1631.332,10,4,2,1103.8700000000836,1,91,151.8,91,20.653756512784252,18.794918426633668,0,0,0,,0,1682.081479248306905,1,1682.081479248306905,R Virginia,1682.081479248306905,4,0,1.747728505214035,1.6045105874787562
013,Prepaid,13582.019999999986,169,167,167,2005000,26882531,0.00000621221268190856,12.455486427226663,R Virginia,Elwood,499.83655898615956,149.788153533653741,167,1631.332,10,5,3,1217.430000000117,1,91,151.8,91,22.574497035706777,20.54279230249317,0,0,0,,0,1887.597504822423417,2,,,,,,1.683237464635028,1.8501290158529011
013,Prepaid,13582.019999999986,169,167,167,2005000,26882531,0.00000621221268190856,12.455486427226663,R Virginia,Dallas,494.66025878702914,167.65451879057001,167,1631.332,10,7,3,1419.5,1,91,151.8,91,26.630739722671716,24.233973147631264,0,0,0,,0,2106.048750725230421,3,,,,,,2.270588936191102,1.8118567921819277
013,Prepaid,13582.019999999986,169,167,167,2005000,26882531,0.00000621221268190856,12.455486427226663,R Virginia,Los Angeles,297.9381078458334,257.266411584444464,167,1631.332,10,8,5,1568.1300000000053,1,91,151.8,91,26.933932364216158,24.509878451436702,0,0,0,,0,2147.844397881719866,4,,,,,,2.562039878595487,2.1988812999110126
014,Prepaid,36800.690000000104,518,519,519,2005000,26882531,0.000019306217855751754,38.708966800782264,R Virginia,R Virginia,1297.5520063645527,440.994071877393714,518,5200.204000000002,10,4,2,3423.980000000259,0,0,0,0,20.653756512784252,0,0,0,0,,0,5162.526078242206046,1,5162.526078242206046,R Virginia,5162.526078242206046,4,0,1.747728505214035,1.6045105874787562
014,Prepaid,36800.690000000104,518,519,519,2005000,26882531,0.000019306217855751754,38.708966800782264,R Virginia,Elwood,1553.3842761306396,465.509291520756237,518,5200.204000000002,10,5,3,3776.220000000363,0,0,0,0,22.574497035706777,0,0,0,0,,0,5795.113567651758971,2,,,,,,1.683237464635028,1.8501290158529011
014,Prepaid,36800.690000000104,518,519,519,2005000,26882531,0.000019306217855751754,38.708966800782264,R Virginia,Dallas,1537.2974509608869,521.03410330722057,518,5200.204000000002,10,7,3,4403,0,0,0,0,26.630739722671716,0,0,0,0,,0,6461.331554268107206,3,,,,,,2.270588936191102,1.8118567921819277
014,Prepaid,36800.690000000104,518,519,519,2005000,26882531,0.000019306217855751754,38.708966800782264,R Virginia,Los Angeles,925.9274130059133,799.528548576806448,518,5200.204000000002,10,8,5,4864.020000000017,0,0,0,0,26.933932364216158,0,0,0,0,,0,6589.475961582736223,4,,,,,,2.562039878595487,2.1988812999110126
015,Prepaid,2957898.020000011,1326,54957,54957,2005000,26882531,0.002044338756644603,4098.899207072429,R Virginia,R Virginia,137398.00696296094,46696.938744057661542,1134,12200.397999999966,11,4,2,7450.380000003773,96,230739.95,40821.96000000001,2403.5411458333333,20.653756512784252,47656.46745072013,34,415304.25,79103.42999999996,2008.5416666666667,68290.41666666667,307492.209824409154398,1,307492.209824409154398,R Virginia,307492.209824409154398,4,0,1.747728505214035,1.6045105874787562
015,Prepaid,2957898.020000011,1326,54957,54957,2005000,26882531,0.002044338756644603,4098.899207072429,R Virginia,Elwood,164488.13037246928,49292.859603287476911,1134,12200.397999999966,11,5,3,7450.3800000023675,96,230739.95,40821.96000000001,2403.5411458333333,22.574497035706777,52088.3831729413,34,415304.25,79103.42999999996,3460.2000000000003,117646.8,390966.553148700447618,2,,,,,,1.683237464635028,1.8501290158529011
015,Prepaid,2957898.020000011,1326,54957,54957,2005000,26882531,0.002044338756644603,4098.899207072429,R Virginia,Dallas,162784.6936656213,55172.39155193626371,1134,12200.397999999966,11,7,3,8833.860000000714,96,230739.95,40821.96000000001,2403.5411458333333,26.630739722671716,61447.75552072286,34,415304.25,79103.42999999996,4841.258333333332,164602.7833333333,452841.484071614439159,3,,,,,,2.270588936191102,1.8118567921819277
015,Prepaid,2957898.020000011,1326,54957,54957,2005000,26882531,0.002044338756644603,4098.899207072429,R Virginia,Los Angeles,98046.6143286435,84662.216655367152144,1134,12200.397999999966,11,8,5,9593.639999999172,96,230739.95,40821.96000000001,2403.5411458333333,26.933932364216158,62147.34207022619,34,415304.25,79103.42999999996,6865.8675,233439.495,487889.308054235978362,4,,,,,,2.562039878595487,2.1988812999110126
016,Prepaid,25491.250000000044,358,356,21727,2005000,26882531,0.000013242800687182319,26.551815377800548,R Virginia,R Virginia,890.0356729591152,302.493043522836536,354,3542.770000000001,10,4,2,2339.940000000177,2,561,266.7,280.5,20.653756512784252,115.86757403671965,3,8784,15000,,0,3648.336290518848649,1,3648.336290518848649,R Virginia,3648.336290518848649,4,0,1.747728505214035,1.6045105874787562
016,Prepaid,25491.250000000044,358,356,21727,2005000,26882531,0.000013242800687182319,26.551815377800548,R Virginia,Elwood,1065.519850293849,319.308878191501388,354,3542.770000000001,10,5,3,2580.660000000248,2,561,266.7,280.5,22.574497035706777,126.64292837031502,3,8784,15000,,0,4092.131656855913387,2,,,,,,1.683237464635028,1.8501290158529011
016,Prepaid,25491.250000000044,358,356,21727,2005000,26882531,0.000013242800687182319,26.551815377800548,R Virginia,Dallas,1054.4853420849242,357.39526161343068,354,3542.770000000001,10,7,3,3009,2,561,266.7,280.5,26.630739722671716,149.39844984418832,3,8784,15000,,0,4570.279053542543384,3,,,,,,2.270588936191102,1.8118567921819277
016,Prepaid,25491.250000000044,358,356,21727,2005000,26882531,0.000013242800687182319,26.551815377800548,R Virginia,Los Angeles,635.1255472641717,548.424206730911552,354,3542.770000000001,10,8,5,3324.0600000000113,2,561,266.7,280.5,26.933932364216158,151.09936056325265,3,8784,15000,,0,4658.709114558347297,4,,,,,,2.562039878595487,2.1988812999110126
016,Collect,85917.28000000001,358,21371,21727,2005000,26882531,0.0007949772288926218,1593.9293439297066,R Virginia,Los Angeles,38127.15750163655,32922.398095635704432,354,3542.770000000001,10,8,5,3324.0600000000113,2,561,266.7,280.5,26.933932364216158,151.09936056325265,3,8784,15000,,0,74524.71495783552373,5,,,,,,2.562039878595487,2.1988812999110126
016,Collect,85917.28000000001,358,21371,21727,2005000,26882531,0.0007949772288926218,1593.9293439297066,R Virginia,R Virginia,53429.64147980126,18158.929306535223626,354,3542.770000000001,10,8,5,3324.0600000000113,2,561,266.7,280.5,20.653756512784252,115.86757403671965,3,8784,15000,,0,75028.49836037321675,6,3648.336290518848649,R Virginia,75028.49836037321675,8,0,1.747728505214035,1.6045105874787562
016,Collect,85917.28000000001,358,21371,21727,2005000,26882531,0.0007949772288926218,1593.9293439297066,R Virginia,Elwood,63964.11438379171,19168.398977052180233,354,3542.770000000001,10,8,5,3324.0600000000113,2,561,266.7,280.5,22.574497035706777,126.64292837031502,3,8784,15000,,0,86583.216289214215029,7,,,,,,1.683237464635028,1.8501290158529011
016,Collect,85917.28000000001,358,21371,21727,2005000,26882531,0.0007949772288926218,1593.9293439297066,R Virginia,Dallas,63301.70293735089,21454.75880882198613,354,3542.770000000001,10,8,5,3324.0600000000113,2,561,266.7,280.5,26.630739722671716,149.39844984418832,3,8784,15000,,0,88229.920196017083762,8,,,,,,2.270588936191102,1.8118567921819277
017,Prepaid,78050.13000000012,969,968,968,2005000,26882531,0.000036008514228068775,72.1970710272779,R Virginia,R Virginia,2420.096998383212,822.509174522769008,965,10363.96199999999,11,4,2,6340.05000000321,2,182,303.6,91,20.653756512784252,37.589836853267336,0,0,0,,0,9620.246009762456943,1,9620.246009762456943,R Virginia,9620.246009762456943,4,0,1.747728505214035,1.6045105874787562
017,Prepaid,78050.13000000012,969,968,968,2005000,26882531,0.000036008514228068775,72.1970710272779,R Virginia,Elwood,2897.25622214732,868.233129464531864,965,10363.96199999999,11,5,3,6340.050000002015,2,182,303.6,91,22.574497035706777,41.08558460498634,0,0,0,,0,10146.624936218851851,2,,,,,,1.683237464635028,1.8501290158529011
017,Prepaid,78050.13000000012,969,968,968,2005000,26882531,0.000036008514228068775,72.1970710272779,R Virginia,Dallas,2867.252278478109,971.79385742078904,965,10363.96199999999,11,7,3,7517.350000000608,2,182,303.6,91,26.630739722671716,48.46794629526253,0,0,0,,0,11404.864082194768175,3,,,,,,2.270588936191102,1.8118567921819277
017,Prepaid,78050.13000000012,969,968,968,2005000,26882531,0.000036008514228068775,72.1970710272779,R Virginia,Los Angeles,1726.9705891902197,1491.220876728995456,965,10363.96199999999,11,8,5,8163.899999999295,2,182,303.6,91,26.933932364216158,49.019756902873404,0,0,0,,0,11431.111222821383883,4,,,,,,2.562039878595487,2.1988812999110126
018,Prepaid,301329.7699999981,1644,7502,30442,2005000,26882531,0.00027906598526753303,559.5273004614037,R Virginia,R Virginia,18755.751737469895,6374.446102551459812,1606,16385.989999999918,10,4,2,10615.660000000804,19,66729.02,10995.25,3512.0536842105266,20.653756512784252,13782.049314167107,4,46171.990000000005,20000,,0,49527.907154189261387,1,49527.907154189261387,R Virginia,49527.907154189261387,4,0,1.747728505214035,1.6045105874787562
018,Prepaid,301329.7699999981,1644,7502,30442,2005000,26882531,0.00027906598526753303,559.5273004614037,R Virginia,Elwood,22453.73572164173,6728.806753350121946,1606,16385.989999999918,10,5,3,11707.740000001126,19,66729.02,10995.25,3512.0536842105266,22.574497035706777,15063.740641856184,4,46171.990000000005,20000,,0,55954.023116849164873,2,,,,,,1.683237464635028,1.8501290158529011
018,Prepaid,301329.7699999981,1644,7502,30442,2005000,26882531,0.00027906598526753303,559.5273004614037,R Virginia,Los Angeles,13384.022066224203,11556.961794649714784,1606,16385.989999999918,10,8,5,15080.340000000053,19,66729.02,10995.25,3512.0536842105266,26.933932364216158,17972.749114104274,4,46171.990000000005,20000,,0,57994.072974978245975,3,,,,,,2.562039878595487,2.1988812999110126
018,Prepaid,301329.7699999981,1644,7502,30442,2005000,26882531,0.00027906598526753303,559.5273004614037,R Virginia,Dallas,22221.205158205343,7531.40239501111506,1606,16385.989999999918,10,7,3,13651,19,66729.02,10995.25,3512.0536842105266,26.630739722671716,17770.431635689558,4,46171.990000000005,20000,,0,61174.039188906012042,4,,,,,,2.270588936191102,1.8118567921819277
018,Collect,109936.7,1644,22940,30442,2005000,26882531,0.0008533422689998944,1710.9512493447883,R Virginia,R Virginia,57352.29870135422,19492.10791689289364,1606,16385.989999999918,10,8,5,15080.340000000053,19,66729.02,10995.25,3512.0536842105266,20.653756512784252,13782.049314167107,4,46171.990000000005,20000,,0,105706.79593241428121,5,49527.907154189261387,R Virginia,105706.79593241428121,8,0,1.747728505214035,1.6045105874787562
018,Collect,109936.7,1644,22940,30442,2005000,26882531,0.0008533422689998944,1710.9512493447883,R Virginia,Los Angeles,40926.34846696657,35339.46995058177248,1606,16385.989999999918,10,8,5,15080.340000000053,19,66729.02,10995.25,3512.0536842105266,26.933932364216158,17972.749114104274,4,46171.990000000005,20000,,0,109318.907531652675005,6,,,,,,2.562039878595487,2.1988812999110126
018,Collect,109936.7,1644,22940,30442,2005000,26882531,0.0008533422689998944,1710.9512493447883,R Virginia,Elwood,68660.18361163174,20575.69007222764562,1606,16385.989999999918,10,8,5,15080.340000000053,19,66729.02,10995.25,3512.0536842105266,22.574497035706777,15063.740641856184,4,46171.990000000005,20000,,0,119379.954325715630735,7,,,,,,1.683237464635028,1.8501290158529011
018,Collect,109936.7,1644,22940,30442,2005000,26882531,0.0008533422689998944,1710.9512493447883,R Virginia,Dallas,67949.13973996675,23029.9081500339882,1606,16385.989999999918,10,8,5,15080.340000000053,19,66729.02,10995.25,3512.0536842105266,26.630739722671716,17770.431635689558,4,46171.990000000005,20000,,0,123829.819525690348378,8,,,,,,2.270588936191102,1.8118567921819277
019,Prepaid,94901.74000000031,1221,1225,1225,2005000,26882531,0.000045568625960107696,91.36509505001594,R Virginia,R Virginia,3062.6227510531353,1040.88196156032235,1219,12198.887999999957,10,4,2,8057.5900000006095,1,91,151.8,91,20.653756512784252,18.794918426633668,0,0,0,,0,12179.889631040701613,1,12179.889631040701613,R Virginia,12179.889631040701613,4,0,1.747728505214035,1.6045105874787562
019,Prepaid,94901.74000000031,1221,1225,1225,2005000,26882531,0.000045568625960107696,91.36509505001594,R Virginia,Elwood,3666.465776994284,1098.745437597160675,1219,12198.887999999957,10,5,3,8886.510000000855,1,91,151.8,91,22.574497035706777,20.54279230249317,0,0,0,,0,13672.264006894792659,2,,,,,,1.683237464635028,1.8501290158529011
019,Prepaid,94901.74000000031,1221,1225,1225,2005000,26882531,0.000045568625960107696,91.36509505001594,R Virginia,Dallas,3628.4959102641355,1229.80111088891175,1219,12198.887999999957,10,7,3,10361.5,1,91,151.8,91,26.630739722671716,24.233973147631264,0,0,0,,0,15244.030994300678173,3,,,,,,2.270588936191102,1.8118567921819277
