Destination_3Zip,freight_terms,3zip_des_total_revenue,3zip_des_ordvrs_cnt,3zip_des_cases_received,"3zip_des_cases_received (col,pp)",total_dc_sqft,totalQty_allDCs,Lane_Share%,Lane_Space,Default Warehouse,Costing Warehouse,3zip_Inbound Spend,3zip_Distribution Spend,3zip_parcel_shipment,3zip_parcel_weight,3zip_avg_weight/parcel,zon_us&can_combnd,servicedays_us&can_combnd,3zip_Parcel Spend,LTL_Shipment_Count,LTL_Weight,LTL_Cost,Mean Weight / LTL Shipment,Cost Per CWT,3zip_LTL_Spend,TL_Shipment_Count,TL_Weight,TL_Cost,avg_tl_rate,3zip_tl_spend,3zip_scenario cost,Cost rank dc,cheapest cost to serve,cheapest to serve from, Baseline Cost to Serve,Baseline Rate Zone,Relative Additional Cost,avg_delivery_days,avg_transit_days
453,Prepaid,113364.02000000051,1443,1769,97572,2005000,26882531,0.00006580481577422899,131.93865562732913,R Virginia,Elwood,5294.67588530848,1586.678105395409987,1425,15736.403999999942,11,3,2,9362.250000003645,9,6978,1652.5,775.3333333333334,22.574497035706777,1575.2484031516187,161,853903.25,805000,1326.1699999999998,213513.36999999997,231332.222393859096813,1,231332.222393859096813,Elwood,,,,1.683237464635028,1.8501290158529011
453,Prepaid,113364.02000000051,1443,1769,97572,2005000,26882531,0.00006580481577422899,131.93865562732913,R Virginia,R Virginia,4422.677262541221,1503.118522449151214,1425,15736.403999999942,11,4,2,9362.25000000474,9,6978,1652.5,775.3333333333334,20.653756512784252,1441.219129462085,161,853903.25,805000,1553.25,250073.25,266802.514914457208078,2,,,266802.514914457208078,4,0,1.747728505214035,1.6045105874787562
453,Prepaid,113364.02000000051,1443,1769,97572,2005000,26882531,0.00006580481577422899,131.93865562732913,R Virginia,Dallas,5239.844298169189,1775.93319605100807,1425,15736.403999999942,11,5,3,9362.250000002974,9,6978,1652.5,775.3333333333334,26.630739722671716,1858.2930178480324,161,853903.25,805000,1553.25,250073.25,268309.570512071213687,3,,,,,,2.270588936191102,1.8118567921819277
453,Prepaid,113364.02000000051,1443,1769,97572,2005000,26882531,0.00006580481577422899,131.93865562732913,R Virginia,Los Angeles,3156.003070534606,2725.175341873546448,1425,15736.403999999942,11,8,4,12055.499999998958,9,6978,1652.5,775.3333333333334,26.933932364216158,1879.4498003750036,161,853903.25,805000,1553.25,250073.25,269889.378212782088984,4,,,,,,2.562039878595487,2.1988812999110126
453,Collect,2984295.1400000043,1443,95803,97572,2005000,26882531,0.0035637641411071005,7145.347102919736,R Virginia,Los Angeles,170918.35057457708,147586.191790566065776,1425,15736.403999999942,11,8,4,12055.499999998958,9,6978,1652.5,775.3333333333334,26.933932364216158,1879.4498003750036,161,853903.25,805000,1553.25,250073.25,582512.742165517046544,5,,,,,,2.562039878595487,2.1988812999110126
453,Collect,2984295.1400000043,1443,95803,97572,2005000,26882531,0.0035637641411071005,7145.347102919736,R Virginia,R Virginia,239517.0999339947,81403.766990500867018,1425,15736.403999999942,11,8,4,12055.499999998958,9,6978,1652.5,775.3333333333334,20.653756512784252,1441.219129462085,161,853903.25,805000,1553.25,250073.25,584490.836053956606542,6,,,584490.836053956606542,8,0,1.747728505214035,1.6045105874787562
453,Collect,2984295.1400000043,1443,95803,97572,2005000,26882531,0.0035637641411071005,7145.347102919736,R Virginia,Elwood,286741.56802725175,85929.068700506762569,1425,15736.403999999942,11,8,4,12055.499999998958,9,6978,1652.5,775.3333333333334,22.574497035706777,1575.2484031516187,161,853903.25,805000,1326.1699999999998,213513.36999999997,599814.755130909037278,7,231332.222393859096813,Elwood,,,,1.683237464635028,1.8501290158529011
453,Collect,2984295.1400000043,1443,95803,97572,2005000,26882531,0.0035637641411071005,7145.347102919736,R Virginia,Dallas,283772.07648247754,96178.47822570645909,1425,15736.403999999942,11,8,4,12055.499999998958,9,6978,1652.5,775.3333333333334,26.630739722671716,1858.2930178480324,161,853903.25,805000,1553.25,250073.25,643937.59772603105481,8,,,,,,2.270588936191102,1.8118567921819277
454,Prepaid,110725.2300000005,1349,1358,1358,2005000,26882531,0.00005051607677863368,101.28473394116052,R Virginia,R Virginia,3395.136078310333,1153.892003101157348,1349,15608.905999999957,12,4,2,8862.929999999644,0,0,0,0,20.653756512784252,0,0,0,0,,0,13411.958081411134804,1,13411.958081411134804,R Virginia,13411.958081411134804,4,0,1.747728505214035,1.6045105874787562
454,Prepaid,110725.2300000005,1349,1358,1358,2005000,26882531,0.00005051607677863368,101.28473394116052,R Virginia,Elwood,4064.5392042108065,1218.037799393423834,1349,15608.905999999957,12,3,2,8862.929999999647,0,0,0,0,22.574497035706777,0,0,0,0,,0,14145.50700360387817,2,,,,,,1.683237464635028,1.8501290158529011
454,Prepaid,110725.2300000005,1349,1358,1358,2005000,26882531,0.00005051607677863368,101.28473394116052,R Virginia,Dallas,4022.446894807099,1363.32237435685074,1349,15608.905999999957,12,5,3,8862.92999999966,0,0,0,0,26.630739722671716,0,0,0,0,,0,14248.699269163609823,3,,,,,,2.270588936191102,1.8118567921819277
454,Prepaid,110725.2300000005,1349,1358,1358,2005000,26882531,0.00005051607677863368,101.28473394116052,R Virginia,Los Angeles,2422.754194339172,2092.022676237578336,1349,15608.905999999957,12,8,4,11952.140000000194,0,0,0,0,26.933932364216158,0,0,0,0,,0,16466.916870576943976,4,,,,,,2.562039878595487,2.1988812999110126
455,Prepaid,18997.17000000001,236,238,238,2005000,26882531,0.000008853333043678068,17.750932752574524,R Virginia,R Virginia,595.0238487760377,202.228495388862628,236,2592.0860000000016,11,4,2,1550.520000000785,0,0,0,0,20.653756512784252,0,0,0,0,,0,2347.772344165685498,1,2347.772344165685498,R Virginia,2347.772344165685498,4,0,1.747728505214035,1.6045105874787562
455,Prepaid,18997.17000000001,236,238,238,2005000,26882531,0.000008853333043678068,17.750932752574524,R Virginia,Elwood,712.341922387461,213.470542161734074,236,2592.0860000000016,11,3,2,1550.5200000006037,0,0,0,0,22.574497035706777,0,0,0,0,,0,2476.332464549798687,2,,,,,,1.683237464635028,1.8501290158529011
455,Prepaid,18997.17000000001,236,238,238,2005000,26882531,0.000008853333043678068,17.750932752574524,R Virginia,Dallas,704.9649197084607,238.93278725841714,236,2592.0860000000016,11,5,3,1550.5200000004927,0,0,0,0,26.630739722671716,0,0,0,0,,0,2494.417706967370525,3,,,,,,2.270588936191102,1.8118567921819277
455,Prepaid,18997.17000000001,236,238,238,2005000,26882531,0.000008853333043678068,17.750932752574524,R Virginia,Los Angeles,424.6064051934631,366.643149443699296,236,2592.0860000000016,11,8,4,1996.5599999998276,0,0,0,0,26.933932364216158,0,0,0,0,,0,2787.809554636990053,4,,,,,,2.562039878595487,2.1988812999110126
456,Prepaid,54190.519999999924,689,692,692,2005000,26882531,0.000025741623807669003,51.61195573437635,R Virginia,R Virginia,1730.0693418194037,587.992095836524952,689,7816.585999999999,11,3,2,4526.730000001763,0,0,0,0,20.653756512784252,0,0,0,0,,0,6844.79143765769126,1,6844.79143765769126,R Virginia,6844.79143765769126,3,0,1.747728505214035,1.6045105874787562
456,Prepaid,54190.519999999924,689,692,692,2005000,26882531,0.000025741623807669003,51.61195573437635,R Virginia,Elwood,2071.1790348408526,620.679055361008316,689,7816.585999999999,11,3,2,4526.730000001763,0,0,0,0,22.574497035706777,0,0,0,0,,0,7218.588090203624481,2,,,,,,1.683237464635028,1.8501290158529011
456,Prepaid,54190.519999999924,689,692,692,2005000,26882531,0.000025741623807669003,51.61195573437635,R Virginia,Dallas,2049.729934614516,694.71213774296076,689,7816.585999999999,11,5,3,4526.730000001438,0,0,0,0,26.630739722671716,0,0,0,0,,0,7271.172072358914658,3,,,,,,2.270588936191102,1.8118567921819277
456,Prepaid,54190.519999999924,689,692,692,2005000,26882531,0.000025741623807669003,51.61195573437635,R Virginia,Los Angeles,1234.5698840078844,1066.038064769075264,689,7816.585999999999,11,8,4,5828.939999999497,0,0,0,0,26.933932364216158,0,0,0,0,,0,8129.54794877645587,4,,,,,,2.562039878595487,2.1988812999110126
457,Prepaid,22734.000000000036,287,288,288,2005000,26882531,0.000010713276960417158,21.4801203056364,R Virginia,R Virginia,720.0288590231044,244.713473411732928,287,3334.357999999999,12,3,2,1885.589999999925,0,0,0,0,20.653756512784252,0,0,0,0,,0,2850.3323324347624,1,2850.3323324347624,R Virginia,2850.3323324347624,3,0,1.747728505214035,1.6045105874787562
457,Prepaid,22734.000000000036,287,288,288,2005000,26882531,0.000010713276960417158,21.4801203056364,R Virginia,Elwood,861.9935867545745,258.317294716720224,287,3334.357999999999,12,4,2,1885.5899999999244,0,0,0,0,22.574497035706777,0,0,0,0,,0,3005.900881471219034,2,,,,,,1.683237464635028,1.8501290158529011
457,Prepaid,22734.000000000036,287,288,288,2005000,26882531,0.000010713276960417158,21.4801203056364,R Virginia,Dallas,853.0667935967928,289.12875096816864,287,3334.357999999999,12,5,3,1885.5899999999276,0,0,0,0,26.630739722671716,0,0,0,0,,0,3027.78554456488913,3,,,,,,2.270588936191102,1.8118567921819277
457,Prepaid,22734.000000000036,287,288,288,2005000,26882531,0.000010713276960417158,21.4801203056364,R Virginia,Los Angeles,513.8094314946109,443.669021175568896,287,3334.357999999999,12,8,4,2542.820000000041,0,0,0,0,26.933932364216158,0,0,0,0,,0,3500.298452670220622,4,,,,,,2.562039878595487,2.1988812999110126
458,Prepaid,4837779.350000051,1059,53414,120912,2005000,26882531,0.001986940887374035,3983.81647918494,R Virginia,Elwood,159869.88001010014,47908.888819440604322,949,11334.677999999982,12,3,1,6234.929999999753,55,152363,42978.270000000004,2770.2363636363634,22.574497035706777,34395.18091851392,126,1457832.83,332956.4399999997,1058.0625,133315.875,381724.754748054417916,1,381724.754748054417916,Elwood,,,,1.683237464635028,1.8501290158529011
458,Prepaid,4837779.350000051,1059,53414,120912,2005000,26882531,0.001986940887374035,3983.81647918494,R Virginia,R Virginia,133540.35234673644,45385.852322271884084,949,11334.677999999982,12,4,2,6234.92999999975,55,152363,42978.270000000004,2770.2363636363634,20.653756512784252,31468.68303557347,126,1457832.83,332956.4399999997,1411.625,177864.75,394494.567704581514597,2,,,394494.567704581514597,4,0,1.747728505214035,1.6045105874787562
458,Collect,2519578.6599999988,1059,67498,120912,2005000,26882531,0.0025108498898411017,5034.254029131409,R Virginia,Elwood,202023.76082902873,60541.322079129103054,949,11334.677999999982,12,8,4,8408.140000000136,55,152363,42978.270000000004,2770.2363636363634,22.574497035706777,34395.18091851392,126,1457832.83,332956.4399999997,1058.0625,133315.875,438684.278826671878756,3,381724.754748054417916,Elwood,,,,1.683237464635028,1.8501290158529011
458,Collect,2519578.6599999988,1059,67498,120912,2005000,26882531,0.0025108498898411017,5034.254029131409,R Virginia,R Virginia,168751.7636331302,57353.020931753990188,949,11334.677999999982,12,8,4,8408.140000000136,55,152363,42978.270000000004,2770.2363636363634,20.653756512784252,31468.68303557347,126,1457832.83,332956.4399999997,1411.625,177864.75,443846.357600457811676,4,,,443846.357600457811676,8,0,1.747728505214035,1.6045105874787562
458,Prepaid,4837779.350000051,1059,53414,120912,2005000,26882531,0.001986940887374035,3983.81647918494,R Virginia,Los Angeles,95293.80893699008,82285.198253721656288,949,11334.677999999982,12,8,4,8408.140000000136,55,152363,42978.270000000004,2770.2363636363634,26.933932364216158,41037.34736809067,126,1457832.83,332956.4399999997,5372.4,676922.3999999999,903946.89455880243891,5,,,,,,2.562039878595487,2.1988812999110126
458,Prepaid,4837779.350000051,1059,53414,120912,2005000,26882531,0.001986940887374035,3983.81647918494,R Virginia,Dallas,158214.2698374274,53623.34411185333242,949,11334.677999999982,12,5,3,6234.929999999761,55,152363,42978.270000000004,2770.2363636363634,26.630739722671716,40575.39396365431,126,1457832.83,332956.4399999997,5372.4,676922.3999999999,935570.337912934769106,6,,,,,,2.270588936191102,1.8118567921819277
458,Collect,2519578.6599999988,1059,67498,120912,2005000,26882531,0.0025108498898411017,5034.254029131409,R Virginia,Los Angeles,120420.51738549737,103981.845803154685216,949,11334.677999999982,12,8,4,8408.140000000136,55,152363,42978.270000000004,2770.2363636363634,26.933932364216158,41037.34736809067,126,1457832.83,332956.4399999997,5372.4,676922.3999999999,950770.250556742708812,7,,,,,,2.562039878595487,2.1988812999110126
458,Collect,2519578.6599999988,1059,67498,120912,2005000,26882531,0.0025108498898411017,5034.254029131409,R Virginia,Dallas,199931.60567429275,67762.54316961613494,949,11334.677999999982,12,8,4,8408.140000000136,55,152363,42978.270000000004,2770.2363636363634,26.630739722671716,40575.39396365431,126,1457832.83,332956.4399999997,5372.4,676922.3999999999,993600.082807563240743,8,,,,,,2.270588936191102,1.8118567921819277
460,Collect,0,2043,25,3467,2005000,26882531,9.299719583695449E-7,1.8645937765309375,Elwood,Elwood,74.82583218355681,22.423376277493075,2031,24081.399999999965,12,7,4,16451.10000000041,6,12130,1800.8,2021.6666666666667,22.574497035706777,2738.286490431232,1,9863,977.66,849.3000000000001,849.3000000000001,20135.935698892688519,1,20135.935698892688519,Elwood,20135.935698892688519,7,0,1.683237464635028,1.8501290158529011
460,Collect,0,2043,25,3467,2005000,26882531,9.299719583695449E-7,1.8645937765309375,Elwood,R Virginia,62.50250512353337,21.24248901143515,2031,24081.399999999965,12,7,4,16451.10000000041,6,12130,1800.8,2021.6666666666667,20.653756512784252,2505.3006650007296,1,9863,977.66,1575.355,1575.355,20615.500659136106019,2,,,,,,1.747728505214035,1.6045105874787562
460,Collect,0,2043,25,3467,2005000,26882531,9.299719583695449E-7,1.8645937765309375,Elwood,Dallas,74.05093694416604,25.09798185487575,2031,24081.399999999965,12,7,4,16451.10000000041,6,12130,1800.8,2021.6666666666667,26.630739722671716,3230.308728360079,1,9863,977.66,1575.355,1575.355,21355.912647159529067,3,,,,,,2.270588936191102,1.8118567921819277
460,Collect,0,2043,25,3467,2005000,26882531,9.299719583695449E-7,1.8645937765309375,Elwood,Los Angeles,44.60151315057386,38.5129358659348,2031,24081.399999999965,12,7,4,16451.10000000041,6,12130,1800.8,2021.6666666666667,26.933932364216158,3267.08599577942,1,9863,977.66,1575.355,1575.355,21376.655444796337783,4,,,,,,2.562039878595487,2.1988812999110126
460,Prepaid,257507.3999999991,2043,3442,3467,2005000,26882531,0.00012803853922831895,256.7172711527795,Elwood,R Virginia,8605.344905408074,2924.665887094391452,2031,24081.399999999965,12,4,2,13343.669999999465,6,12130,1800.8,2021.6666666666667,20.653756512784252,2505.3006650007296,1,9863,977.66,1575.355,1575.355,28954.336457502658392,5,,,,,,1.747728505214035,1.6045105874787562
460,Prepaid,257507.3999999991,2043,3442,3467,2005000,26882531,0.00012803853922831895,256.7172711527795,Elwood,Elwood,10302.020575032102,3087.250445885246566,2031,24081.399999999965,12,2,1,13343.669999999485,6,12130,1800.8,2021.6666666666667,22.574497035706777,2738.286490431232,1,9863,977.66,849.3000000000001,849.3000000000001,30320.527511348064993,6,20135.935698892688519,Elwood,30320.527511348064993,2,0,1.683237464635028,1.8501290158529011
460,Prepaid,257507.3999999991,2043,3442,3467,2005000,26882531,0.00012803853922831895,256.7172711527795,Elwood,Dallas,10195.332998472779,3455.49014177929326,2031,24081.399999999965,12,5,3,13343.669999999489,6,12130,1800.8,2021.6666666666667,26.630739722671716,3230.308728360079,1,9863,977.66,1575.355,1575.355,31800.156868611640454,7,,,,,,2.270588936191102,1.8118567921819277
460,Prepaid,257507.3999999991,2043,3442,3467,2005000,26882531,0.00012803853922831895,256.7172711527795,Elwood,Los Angeles,6140.736330571009,5302.461010021903264,2031,24081.399999999965,12,7,4,16451.10000000041,6,12130,1800.8,2021.6666666666667,26.933932364216158,3267.08599577942,1,9863,977.66,1575.355,1575.355,32736.738336372742112,8,,,,,,2.562039878595487,2.1988812999110126
461,Collect,15574.98,1695,4606,238784,2005000,26882531,0.00017133803361000496,343.53275738805996,Elwood,Elwood,13785.911321498508,4131.282845365324138,1585,19581.741999999987,12,7,4,12838.50000000032,55,131449.05,22646.249999999996,2389.982727272727,22.574497035706777,29673.961895714718,160,2407562.04,142347.72000000006,887.37875,141980.6,202410.25606257887961,1,202410.25606257887961,Elwood,202410.25606257887961,7,0,1.683237464635028,1.8501290158529011
461,Collect,15574.98,1695,4606,238784,2005000,26882531,0.00017133803361000496,343.53275738805996,Elwood,R Virginia,11515.461543959787,3913.716175466812036,1585,19581.741999999987,12,7,4,12838.50000000032,55,131449.05,22646.249999999996,2389.982727272727,20.653756512784252,27149.166725368024,160,2407562.04,142347.72000000006,1593.5941666666668,254975.06666666668,310391.911111461616873,2,,,,,,1.747728505214035,1.6045105874787562
461,Collect,15574.98,1695,4606,238784,2005000,26882531,0.00017133803361000496,343.53275738805996,Elwood,Dallas,13643.14462259315,4624.05217694230818,1585,19581.741999999987,12,7,4,12838.50000000032,55,131449.05,22646.249999999996,2389.982727272727,26.630739722671716,35005.854373424605,160,2407562.04,142347.72000000006,2033.28125,325325,391436.551172960391015,3,,,,,,2.270588936191102,1.8118567921819277
461,Collect,15574.98,1695,4606,238784,2005000,26882531,0.00017133803361000496,343.53275738805996,Elwood,Los Angeles,8217.382782861727,7095.623303939827552,1585,19581.741999999987,12,7,4,12838.50000000032,55,131449.05,22646.249999999996,2389.982727272727,26.933932364216158,35404.39822040468,160,2407562.04,142347.72000000006,5710.665000000001,913706.4000000001,977262.304307206656618,4,,,,,,2.562039878595487,2.1988812999110126
461,Prepaid,10421243.08000014,1695,234178,238784,2005000,26882531,0.008711158930682531,17465.873656018473,Elwood,R Virginia,585468.4657927519,198980.943668794422268,1585,19581.741999999987,12,4,2,10413.449999999582,55,131449.05,22646.249999999996,2389.982727272727,20.653756512784252,27149.166725368024,160,2407562.04,142347.72000000006,1593.5941666666668,254975.06666666668,1076987.092853580554805,5,,,,,,1.747728505214035,1.6045105874787562
461,Prepaid,10421243.08000014,1695,234178,238784,2005000,26882531,0.008711158930682531,17465.873656018473,Elwood,Elwood,700902.5491632387,210042.456396430932694,1585,19581.741999999987,12,2,1,10413.449999999599,55,131449.05,22646.249999999996,2389.982727272727,22.574497035706777,29673.961895714718,160,2407562.04,142347.72000000006,887.37875,141980.6,1093013.017455383987875,6,202410.25606257887961,Elwood,1093013.017455383987875,2,0,1.683237464635028,1.8501290158529011
461,Prepaid,10421243.08000014,1695,234178,238784,2005000,26882531,0.008711158930682531,17465.873656018473,Elwood,Dallas,693644.0124684365,235095.80779244373534,1585,19581.741999999987,12,5,2,10413.4499999996,55,131449.05,22646.249999999996,2389.982727272727,26.630739722671716,35005.854373424605,160,2407562.04,142347.72000000006,2033.28125,325325,1299484.124634304502794,7,,,,,,2.270588936191102,1.8118567921819277
461,Prepaid,10421243.08000014,1695,234178,238784,2005000,26882531,0.008711158930682531,17465.873656018473,Elwood,Los Angeles,417787.7258630034,360755.291808515183776,1585,19581.741999999987,12,7,4,12838.50000000032,55,131449.05,22646.249999999996,2389.982727272727,26.933932364216158,35404.39822040468,160,2407562.04,142347.72000000006,5710.665000000001,913706.4000000001,1740492.315891923710852,8,,,,,,2.562039878595487,2.1988812999110126
462,Prepaid,4215459.630000074,2053,116057,116057,2005000,26882531,0.004317190222899771,8655.96639691404,Elwood,R Virginia,290154.12948487647,98613.581888005168142,1997,22940.702999999932,11,4,2,13120.290000006644,28,42760.01,10443.290000000003,1527.1432142857143,20.653756512784252,8831.548350242198,47,859765.14,34773.090000000004,1585.535,74520.145,485239.694723130467313,1,485239.694723130467313,R Virginia,,,,1.747728505214035,1.6045105874787562
462,Prepaid,4215459.630000074,2053,116057,116057,2005000,26882531,0.004317190222899771,8655.96639691404,Elwood,Elwood,347362.46422908216,104095.591225480552211,1997,22940.702999999932,11,2,1,13120.290000005372,28,42760.01,10443.290000000003,1527.1432142857143,22.574497035706777,9652.857189917922,47,859765.14,34773.090000000004,863.2275000000001,40571.692500000005,514802.895144485992759,2,,,514802.895144485992759,2,0,1.683237464635028,1.8501290158529011
462,Prepaid,4215459.630000074,2053,116057,116057,2005000,26882531,0.004317190222899771,8655.96639691404,Elwood,Dallas,343765.1835571631,116511.85920525259671,1997,22940.702999999932,11,5,2,13120.290000004168,28,42760.01,10443.290000000003,1527.1432142857143,26.630739722671716,11387.3069684884,47,859765.14,34773.090000000004,2199.4075,103372.1525,588156.792230908282634,3,,,,,,2.270588936191102,1.8118567921819277
462,Prepaid,4215459.630000074,2053,116057,116057,2005000,26882531,0.004317190222899771,8655.96639691404,Elwood,Los Angeles,207052.712468646,178787.831911711803344,1997,22940.702999999932,11,7,4,15556.630000001258,28,42760.01,10443.290000000003,1527.1432142857143,26.933932364216158,11516.952172332067,47,859765.14,34773.090000000004,5686.02,267242.94,680157.066552691186019,4,,,,,,2.562039878595487,2.1988812999110126
463,Prepaid,159264.82999999987,1947,1961,1961,2005000,26882531,0.0000729470004145071,146.25873583108674,Elwood,R Virginia,4902.696501889957,1666.260838056973166,1947,22596.157999999934,12,4,2,12791.789999999486,0,0,0,0,20.653756512784252,0,0,0,0,,0,19360.747339946414736,1,19360.747339946414736,R Virginia,,,,1.747728505214035,1.6045105874787562
463,Prepaid,159264.82999999987,1947,1961,1961,2005000,26882531,0.0000729470004145071,146.25873583108674,Elwood,Elwood,5869.338276478196,1758.889635206556803,1947,22596.157999999934,12,2,1,12791.789999999506,0,0,0,0,22.574497035706777,0,0,0,0,,0,20420.01791168425926,2,,,20420.01791168425926,2,0,1.683237464635028,1.8501290158529011
463,Prepaid,159264.82999999987,1947,1961,1961,2005000,26882531,0.0000729470004145071,146.25873583108674,Elwood,Dallas,5808.555493900384,1968.68569669645383,1947,22596.157999999934,12,5,2,12791.78999999951,0,0,0,0,26.630739722671716,0,0,0,0,,0,20569.031190596348621,3,,,,,,2.270588936191102,1.8118567921819277
463,Prepaid,159264.82999999987,1947,1961,1961,2005000,26882531,0.0000729470004145071,146.25873583108674,Elwood,Los Angeles,3498.542691531013,3020.954689323925712,1947,22596.157999999934,12,7,4,15770.700000000394,0,0,0,0,26.933932364216158,0,0,0,0,,0,22290.19738085533202,4,,,,,,2.562039878595487,2.1988812999110126
464,Prepaid,10975.059999999989,152,155,155,2005000,26882531,0.000005765826141891178,11.560481414491813,Elwood,R Virginia,387.51553176590687,131.70343187089793,152,1837.37,12,4,2,998.63999999996,0,0,0,0,20.653756512784252,0,0,0,0,,0,1517.858963636764656,1,1517.858963636764656,R Virginia,,,,1.747728505214035,1.6045105874787562
464,Prepaid,10975.059999999989,152,155,155,2005000,26882531,0.000005765826141891178,11.560481414491813,Elwood,Elwood,463.92015953805225,139.024932920457065,152,1837.37,12,2,1,998.6399999999614,0,0,0,0,22.574497035706777,0,0,0,0,,0,1601.585092458470815,2,,,1601.585092458470815,2,0,1.683237464635028,1.8501290158529011
464,Prepaid,10975.059999999989,152,155,155,2005000,26882531,0.000005765826141891178,11.560481414491813,Elwood,Dallas,459.1158090538294,155.60748750022965,152,1837.37,12,5,2,998.6399999999617,0,0,0,0,26.630739722671716,0,0,0,0,,0,1613.363296554020804,3,,,,,,2.270588936191102,1.8118567921819277
464,Prepaid,10975.059999999989,152,155,155,2005000,26882531,0.000005765826141891178,11.560481414491813,Elwood,Los Angeles,276.5293815335579,238.78020236879576,152,1837.37,12,7,4,1231.2000000000307,0,0,0,0,26.933932364216158,0,0,0,0,,0,1746.509583902384354,4,,,,,,2.562039878595487,2.1988812999110126
465,Prepaid,88786.39000000014,1048,1051,1051,2005000,26882531,0.00003909602112985567,78.38752236536062,Elwood,R Virginia,2627.605315393343,893.034238040733706,1048,12721.493999999973,12,4,2,6885.359999999724,0,0,0,0,20.653756512784252,0,0,0,0,,0,10405.999553433800409,1,10405.999553433800409,R Virginia,,,,1.747728505214035,1.6045105874787562
465,Prepaid,88786.39000000014,1048,1051,1051,2005000,26882531,0.00003909602112985567,78.38752236536062,Elwood,Elwood,3145.677984996729,942.678738705808873,1048,12721.493999999973,12,2,1,6885.359999999734,0,0,0,0,22.574497035706777,0,0,0,0,,0,10973.716723702271783,2,,,10973.716723702271783,2,0,1.683237464635028,1.8501290158529011
465,Prepaid,88786.39000000014,1048,1051,1051,2005000,26882531,0.00003909602112985567,78.38752236536062,Elwood,Dallas,3113.10138913274,1055.11915717897653,1048,12721.493999999973,12,5,3,6885.359999999736,0,0,0,0,26.630739722671716,0,0,0,0,,0,11053.580546311453582,3,,,,,,2.270588936191102,1.8118567921819277
465,Prepaid,88786.39000000014,1048,1051,1051,2005000,26882531,0.00003909602112985567,78.38752236536062,Elwood,Los Angeles,1875.047612850125,1619.083823803898992,1048,12721.493999999973,12,7,4,8488.800000000212,0,0,0,0,26.933932364216158,0,0,0,0,,0,11982.931436654236092,4,,,,,,2.562039878595487,2.1988812999110126
466,Prepaid,26336.76000000006,402,406,406,2005000,26882531,0.000015102744603921409,30.281002930862424,Elwood,R Virginia,1015.0406832061819,344.978021545706836,402,3689.719999999999,9,4,2,2641.1399999998957,0,0,0,0,20.653756512784252,0,0,0,0,,0,4001.158704751784283,1,4001.158704751784283,R Virginia,,,,1.747728505214035,1.6045105874787562
466,Prepaid,26336.76000000006,402,406,406,2005000,26882531,0.000015102744603921409,30.281002930862424,Elwood,Elwood,1215.1715146609627,364.155630746487538,402,3689.719999999999,9,2,1,2641.139999999899,0,0,0,0,22.574497035706777,0,0,0,0,,0,4220.467145407349114,2,,,4220.467145407349114,2,0,1.683237464635028,1.8501290158529011
466,Prepaid,26336.76000000006,402,406,406,2005000,26882531,0.000015102744603921409,30.281002930862424,Elwood,Dallas,1202.5872159732564,407.59122532318218,402,3689.719999999999,9,5,3,2850.1799999998952,0,0,0,0,26.630739722671716,0,0,0,0,,0,4460.358441296334086,3,,,,,,2.270588936191102,1.8118567921819277
466,Prepaid,26336.76000000006,402,406,406,2005000,26882531,0.000015102744603921409,30.281002930862424,Elwood,Los Angeles,724.3285735653194,625.450078462781152,402,3689.719999999999,9,7,4,3264.240000000089,0,0,0,0,26.933932364216158,0,0,0,0,,0,4614.018652028189467,4,,,,,,2.562039878595487,2.1988812999110126
467,Prepaid,883733.5499999983,840,30010,30010,2005000,26882531,0.0011163383388268016,2238.2583693477372,Elwood,Elwood,89820.9289531416,26917.02088350268723,764,8991.30399999999,12,2,1,5019.479999999806,38,203467,23090.739999999987,5354.394736842105,22.574497035706777,45931.65188364151,6,99432.02,5602.91,881.9800000000001,5291.880000000001,172980.961720285603679,1,172980.961720285603679,Elwood,172980.961720285603679,2,0,1.683237464635028,1.8501290158529011
467,Prepaid,883733.5499999983,840,30010,30010,2005000,26882531,0.0011163383388268016,2238.2583693477372,Elwood,R Virginia,75028.00715028946,25499.48380932675406,764,8991.30399999999,12,4,2,5019.479999999799,38,203467,23090.739999999987,5354.394736842105,20.653756512784252,42023.57876386673,6,99432.02,5602.91,5207.84,31247.04,178817.589723482735796,2,,,,,,1.747728505214035,1.6045105874787562
467,Prepaid,883733.5499999983,840,30010,30010,2005000,26882531,0.0011163383388268016,2238.2583693477372,Elwood,Los Angeles,53539.65638594886,46230.92821346813392,764,8991.30399999999,12,7,4,6188.400000000154,38,203467,23090.739999999987,5354.394736842105,26.933932364216158,54801.66416349969,6,99432.02,5602.91,5207.84,31247.04,192007.688762916826393,3,,,,,,2.562039878595487,2.1988812999110126
467,Prepaid,883733.5499999983,840,30010,30010,2005000,26882531,0.0011163383388268016,2238.2583693477372,Elwood,Dallas,88890.7447077769,30127.6174185928503,764,8991.30399999999,12,5,3,5019.479999999808,38,203467,23090.739999999987,5354.394736842105,26.630739722671716,54184.767191528466,6,99432.02,5602.91,2355.6,14133.599999999999,192356.209317898024893,4,,,,,,2.270588936191102,1.8118567921819277
